epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
99,115.475,1.81121,1.89579,1.42832,0.81145,0.73333,0.88173,0.49911,1.30843,1.39205,1.15866,0.0010298,0.0010298,0.0010298
100,116.42,1.31661,1.16481,1.11151,0.84355,0.71921,0.87106,0.51014,1.29207,1.33397,1.14767,0.0010199,0.0010199,0.0010199
101,117.511,1.80875,1.97073,1.48564,0.84355,0.71921,0.87106,0.51014,1.29207,1.33397,1.14767,0.00101,0.00101,0.00101
102,118.852,1.41646,1.44687,0.97778,0.65857,0.9,0.83118,0.50897,1.30347,1.28528,1.14739,0.0010001,0.0010001,0.0010001
103,120.514,1.32383,1.26403,1.12252,0.65857,0.9,0.83118,0.50897,1.30347,1.28528,1.14739,0.0009902,0.0009902,0.0009902
104,121.796,1.53563,1.45199,0.98288,0.73402,0.93333,0.89895,0.54226,1.31414,1.17179,1.13722,0.0009803,0.0009803,0.0009803
105,122.881,1.48776,1.56626,1.14488,0.73402,0.93333,0.89895,0.54226,1.31414,1.17179,1.13722,0.0009704,0.0009704,0.0009704
106,123.918,1.71173,1.83696,1.31761,0.80227,0.94697,0.94655,0.54801,1.35786,1.10922,1.13913,0.0009605,0.0009605,0.0009605
107,124.945,2.14088,2.08294,1.27909,0.80227,0.94697,0.94655,0.54801,1.35786,1.10922,1.13913,0.0009506,0.0009506,0.0009506
108,125.968,2.44994,2.07864,1.16456,0.91758,0.93333,0.96066,0.53205,1.38536,1.10431,1.13971,0.0009407,0.0009407,0.0009407
109,126.964,1.35326,1.89911,1.19246,0.91758,0.93333,0.96066,0.53205,1.38536,1.10431,1.13971,0.0009308,0.0009308,0.0009308
110,127.986,1.55871,1.3,1.07315,0.87074,0.89822,0.93602,0.52762,1.3545,1.11808,1.13007,0.0009209,0.0009209,0.0009209
111,128.963,1.25224,1.26047,1.09492,0.87074,0.89822,0.93602,0.52762,1.3545,1.11808,1.13007,0.000911,0.000911,0.000911
112,129.966,1.87672,1.64089,1.18603,0.85524,0.98491,0.93591,0.53741,1.30073,1.11548,1.1121,0.0009011,0.0009011,0.0009011
113,130.93,1.13601,1.80981,1.18729,0.85524,0.98491,0.93591,0.53741,1.30073,1.11548,1.1121,0.0008912,0.0008912,0.0008912
114,132.46,2.06837,1.839,1.049,0.85402,0.9752,0.95207,0.55477,1.2587,1.06913,1.09558,0.0008813,0.0008813,0.0008813
115,134.12,1.28998,1.09611,1.0725,0.85402,0.9752,0.95207,0.55477,1.2587,1.06913,1.09558,0.0008714,0.0008714,0.0008714
116,135.189,0.75472,2.78425,0.54028,0.85614,0.99206,0.95746,0.58849,1.20331,1.00533,1.07621,0.0008615,0.0008615,0.0008615
117,136.145,2.02259,2.3372,1.17872,0.85614,0.99206,0.95746,0.58849,1.20331,1.00533,1.07621,0.0008516,0.0008516,0.0008516
118,137.207,1.80309,1.30669,1.05783,0.83048,0.98003,0.96359,0.59454,1.23188,0.98294,1.07557,0.0008417,0.0008417,0.0008417
119,138.212,2.03529,1.82029,1.14114,0.83048,0.98003,0.96359,0.59454,1.23188,0.98294,1.07557,0.0008318,0.0008318,0.0008318
120,139.214,1.17863,1.06021,1.03968,0.78582,0.96667,0.95583,0.57567,1.29076,1.02233,1.0923,0.0008219,0.0008219,0.0008219
121,140.289,1.91731,1.84794,1.29064,0.78582,0.96667,0.95583,0.57567,1.29076,1.02233,1.0923,0.000812,0.000812,0.000812
122,141.671,1.93907,1.4427,1.09804,0.84772,0.86667,0.93751,0.57314,1.28704,1.03409,1.09141,0.0008021,0.0008021,0.0008021
123,142.697,1.25483,1.37423,1.08052,0.84772,0.86667,0.93751,0.57314,1.28704,1.03409,1.09141,0.0007922,0.0007922,0.0007922
124,143.705,1.4269,1.44743,1.22058,0.81548,0.96667,0.93886,0.56702,1.27042,0.98083,1.09111,0.0007823,0.0007823,0.0007823
125,145.055,1.39301,1.21969,1.02914,0.81548,0.96667,0.93886,0.56702,1.27042,0.98083,1.09111,0.0007724,0.0007724,0.0007724
126,146.787,1.45365,1.41313,1.13404,0.88019,0.93333,0.95251,0.57103,1.25378,0.98725,1.08927,0.0007625,0.0007625,0.0007625
127,148.048,1.28773,1.34733,0.93832,0.88019,0.93333,0.95251,0.57103,1.25378,0.98725,1.08927,0.0007526,0.0007526,0.0007526
128,149.093,1.058,1.13286,0.99553,0.8528,0.96667,0.9537,0.59957,1.24169,0.99744,1.07371,0.0007427,0.0007427,0.0007427
129,150.182,0.97929,1.05301,1.04806,0.8528,0.96667,0.9537,0.59957,1.24169,0.99744,1.07371,0.0007328,0.0007328,0.0007328
130,151.234,2.1939,1.93073,0.96354,0.90505,0.95345,0.93715,0.60245,1.20575,0.95027,1.05474,0.0007229,0.0007229,0.0007229
131,152.272,1.92159,2.94098,1.20891,0.90505,0.95345,0.93715,0.60245,1.20575,0.95027,1.05474,0.000713,0.000713,0.000713
132,153.385,1.13713,1.28408,1.0455,0.87539,0.9368,0.94909,0.62321,1.16858,0.93004,1.0342,0.0007031,0.0007031,0.0007031
133,154.411,1.29074,1.22186,1.053,0.87539,0.9368,0.94909,0.62321,1.16858,0.93004,1.0342,0.0006932,0.0006932,0.0006932
134,155.517,1.43944,1.37304,1.14375,0.87785,0.96667,0.95974,0.64757,1.12322,0.92127,1.01911,0.0006833,0.0006833,0.0006833
135,156.546,2.31074,1.95373,1.14161,0.87785,0.96667,0.95974,0.64757,1.12322,0.92127,1.01911,0.0006734,0.0006734,0.0006734
136,157.846,0.75848,2.73092,0.5294,0.90897,1,0.97159,0.65647,1.12405,0.98129,1.01773,0.0006635,0.0006635,0.0006635
137,159.367,1.58513,1.49741,1.1423,0.90897,1,0.97159,0.65647,1.12405,0.98129,1.01773,0.0006536,0.0006536,0.0006536
138,160.748,1.92512,1.6702,1.07622,0.88039,0.98167,0.96954,0.64235,1.12006,1.04115,1.01984,0.0006437,0.0006437,0.0006437
139,161.753,0.58139,2.47383,0.50117,0.88039,0.98167,0.96954,0.64235,1.12006,1.04115,1.01984,0.0006338,0.0006338,0.0006338
140,162.834,2.54895,2.26407,1.15548,0.8976,1,0.96649,0.6292,1.10921,1.09747,1.01937,0.0006239,0.0006239,0.0006239
141,163.795,0.72145,2.25072,0.55761,0.8976,1,0.96649,0.6292,1.10921,1.09747,1.01937,0.000614,0.000614,0.000614
142,164.822,1.67617,1.78961,1.25875,0.87462,1,0.97005,0.61153,1.09799,1.1248,1.02258,0.0006041,0.0006041,0.0006041
143,165.834,1.65501,1.19073,1.10176,0.87462,1,0.97005,0.61153,1.09799,1.1248,1.02258,0.0005942,0.0005942,0.0005942
144,166.846,0.55395,2.13997,0.482,0.87477,1,0.97376,0.60529,1.09209,1.08838,1.02549,0.0005843,0.0005843,0.0005843
145,167.819,0.73189,2.14716,0.58763,0.87477,1,0.97376,0.60529,1.09209,1.08838,1.02549,0.0005744,0.0005744,0.0005744
146,168.918,2.46438,2.27465,1.15182,0.92206,1,0.98297,0.6188,1.13142,1.01988,1.04043,0.0005645,0.0005645,0.0005645
147,169.828,1.52163,1.35602,1.08949,0.92206,1,0.98297,0.6188,1.13142,1.01988,1.04043,0.0005546,0.0005546,0.0005546
148,171.135,1.44572,1.91346,1.17212,0.92423,0.96667,0.98147,0.61344,1.12585,0.97702,1.03934,0.0005447,0.0005447,0.0005447
149,172.656,1.52918,1.4454,1.20047,0.92423,0.96667,0.98147,0.61344,1.12585,0.97702,1.03934,0.0005348,0.0005348,0.0005348
150,174.028,1.29559,1.5727,1.12956,0.96149,0.96667,0.98041,0.63181,1.13115,0.94473,1.03512,0.0005249,0.0005249,0.0005249
151,174.922,1.32609,1.3862,1.13112,0.96149,0.96667,0.98041,0.63181,1.13115,0.94473,1.03512,0.000515,0.000515,0.000515
152,176.088,1.51403,1.33595,1.08107,0.95177,0.96667,0.98183,0.66378,1.1006,0.93614,1.02175,0.0005051,0.0005051,0.0005051
153,177.147,1.54472,1.90573,1.29391,0.95177,0.96667,0.98183,0.66378,1.1006,0.93614,1.02175,0.0004952,0.0004952,0.0004952
154,178.241,1.52616,1.68424,0.96049,0.95944,0.96667,0.97933,0.63815,1.11825,0.91651,1.02681,0.0004853,0.0004853,0.0004853
155,179.161,1.27867,1.48699,1.17131,0.95944,0.96667,0.97933,0.63815,1.11825,0.91651,1.02681,0.0004754,0.0004754,0.0004754
156,180.197,0.70326,2.16246,0.55029,0.96531,0.96667,0.9789,0.65817,1.11905,0.91356,1.02845,0.0004655,0.0004655,0.0004655
157,181.228,2.3771,2.18261,0.96334,0.96531,0.96667,0.9789,0.65817,1.11905,0.91356,1.02845,0.0004556,0.0004556,0.0004556
158,182.222,0.67472,2.89862,0.53176,0.95608,0.96667,0.97933,0.65522,1.13965,0.91987,1.02991,0.0004457,0.0004457,0.0004457
159,183.636,2.86467,3.13514,1.93692,0.95608,0.96667,0.97933,0.65522,1.13965,0.91987,1.02991,0.0004358,0.0004358,0.0004358
160,185.078,1.26147,1.39144,1.10739,0.95446,0.96667,0.9816,0.64555,1.15459,0.91382,1.02789,0.0004259,0.0004259,0.0004259
161,186.644,1.29244,1.37152,1.0537,0.95446,0.96667,0.9816,0.64555,1.15459,0.91382,1.02789,0.000416,0.000416,0.000416
162,187.754,1.93002,1.47615,1.22846,0.94251,0.96667,0.98699,0.64843,1.15206,0.90001,1.01933,0.0004061,0.0004061,0.0004061
163,188.778,1.09877,1.163,1.006,0.94251,0.96667,0.98699,0.64843,1.15206,0.90001,1.01933,0.0003962,0.0003962,0.0003962
164,189.887,1.18473,1.05544,0.98082,0.95177,0.96667,0.98767,0.6617,1.11604,0.87356,1.0093,0.0003863,0.0003863,0.0003863
165,190.898,1.68815,1.11707,1.02119,0.95177,0.96667,0.98767,0.6617,1.11604,0.87356,1.0093,0.0003764,0.0003764,0.0003764
166,191.937,1.35653,1.32875,1.00901,0.96595,0.94584,0.98767,0.67372,1.09054,0.84673,1.00612,0.0003665,0.0003665,0.0003665
167,192.973,2.60694,1.81851,1.21563,0.96595,0.94584,0.98767,0.67372,1.09054,0.84673,1.00612,0.0003566,0.0003566,0.0003566
168,194.057,1.11604,1.18849,1.04709,0.96484,0.91496,0.98816,0.67987,1.08008,0.8446,1.00371,0.0003467,0.0003467,0.0003467
169,195.071,1.3755,1.20432,1.09364,0.96484,0.91496,0.98816,0.67987,1.08008,0.8446,1.00371,0.0003368,0.0003368,0.0003368
170,196.128,0.68804,2.05365,0.52625,0.96616,0.95212,0.98638,0.67455,1.07838,0.84497,1.00918,0.0003269,0.0003269,0.0003269
171,197.28,1.22985,1.71985,1.08082,0.96616,0.95212,0.98638,0.67455,1.07838,0.84497,1.00918,0.000317,0.000317,0.000317
172,199.113,1.59631,1.29574,1.08487,0.96515,0.92341,0.98117,0.68123,1.05901,0.8534,1.00464,0.0003071,0.0003071,0.0003071
173,200.407,1.07406,1.22684,1.0582,0.96515,0.92341,0.98117,0.68123,1.05901,0.8534,1.00464,0.0002972,0.0002972,0.0002972
174,201.427,1.77918,1.31608,1.06731,0.96514,0.92316,0.97705,0.67739,1.0478,0.85522,1.00236,0.0002873,0.0002873,0.0002873
175,202.402,1.57585,1.22809,1.09226,0.96514,0.92316,0.97705,0.67739,1.0478,0.85522,1.00236,0.0002774,0.0002774,0.0002774
176,203.407,1.58008,1.49376,1.03137,0.9499,0.93333,0.97772,0.67883,1.04028,0.85384,0.99943,0.0002675,0.0002675,0.0002675
177,204.446,1.65343,1.21625,1.03616,0.9499,0.93333,0.97772,0.67883,1.04028,0.85384,0.99943,0.0002576,0.0002576,0.0002576
178,205.513,1.11364,1.15796,0.99326,0.94203,0.93333,0.97704,0.68455,1.04118,0.84637,0.9972,0.0002477,0.0002477,0.0002477
179,206.569,1.14227,1.05346,0.96103,0.94203,0.93333,0.97704,0.68455,1.04118,0.84637,0.9972,0.0002378,0.0002378,0.0002378
180,207.662,1.06635,1.03152,1.00431,1,0.9526,0.98932,0.68056,1.05102,0.8418,0.99889,0.0002279,0.0002279,0.0002279
181,208.714,1.35613,1.24522,1.09435,1,0.9526,0.98932,0.68056,1.05102,0.8418,0.99889,0.000218,0.000218,0.000218
182,209.8,1.73687,2.73347,1.60901,1,0.96373,0.98932,0.67677,1.05753,0.84525,0.99685,0.0002081,0.0002081,0.0002081
183,211.225,1.21604,0.98718,0.98592,1,0.96373,0.98932,0.67677,1.05753,0.84525,0.99685,0.0001982,0.0001982,0.0001982
184,212.99,2.24618,1.81195,1.09817,0.98087,0.96667,0.99071,0.67217,1.06436,0.85028,0.99307,0.0001883,0.0001883,0.0001883
185,214.085,1.17819,1.126,1.03495,0.98087,0.96667,0.99071,0.67217,1.06436,0.85028,0.99307,0.0001784,0.0001784,0.0001784
186,215.118,2.02424,1.71477,1.00343,0.94908,0.96667,0.98971,0.6693,1.06206,0.86642,0.99007,0.0001685,0.0001685,0.0001685
187,216.117,1.6268,2.94696,1.43888,0.94908,0.96667,0.98971,0.6693,1.06206,0.86642,0.99007,0.0001586,0.0001586,0.0001586
188,217.205,1.11806,1.07259,1.02939,0.93228,0.96667,0.98638,0.66862,1.06883,0.89421,0.98881,0.0001487,0.0001487,0.0001487
189,218.097,1.39272,1.37793,0.98378,0.93228,0.96667,0.98638,0.66862,1.06883,0.89421,0.98881,0.0001388,0.0001388,0.0001388
190,219.241,1.59878,1.36848,1.04029,0.92576,0.96667,0.98315,0.67526,1.07879,0.91538,0.9893,0.0001289,0.0001289,0.0001289
191,221.586,1.82981,1.33745,1.16952,0.92576,0.96667,0.98315,0.67526,1.07879,0.91538,0.9893,0.000119,0.000119,0.000119
192,223.061,1.58891,2.18813,1.08959,0.92116,0.96667,0.98315,0.65156,1.10165,0.93415,0.99243,0.0001091,0.0001091,0.0001091
193,224.498,2.30919,2.86171,1.14404,0.92116,0.96667,0.98315,0.65156,1.10165,0.93415,0.99243,9.92e-05,9.92e-05,9.92e-05
194,226.641,1.87731,1.67199,1.01322,0.90083,0.96667,0.98167,0.64916,1.11719,0.96043,0.99463,8.93e-05,8.93e-05,8.93e-05
195,227.676,1.31535,1.39088,1.03925,0.90083,0.96667,0.98167,0.64916,1.11719,0.96043,0.99463,7.94e-05,7.94e-05,7.94e-05
196,228.743,1.26513,1.61399,1.04355,0.85188,1,0.97771,0.64051,1.12406,0.95176,0.99576,6.95e-05,6.95e-05,6.95e-05
197,229.712,2.26361,2.38809,1.34532,0.85188,1,0.97771,0.64051,1.12406,0.95176,0.99576,5.96e-05,5.96e-05,5.96e-05
198,230.782,0.96179,1.13809,1.03994,0.90543,0.9576,0.97838,0.64559,1.11695,0.95451,0.99568,4.97e-05,4.97e-05,4.97e-05
199,231.882,2.30545,2.67822,1.59094,0.90543,0.9576,0.97838,0.64559,1.11695,0.95451,0.99568,3.98e-05,3.98e-05,3.98e-05
200,232.881,1.23514,1.20037,1.02011,0.84881,1,0.97638,0.64859,1.10823,0.95648,0.99486,2.99e-05,2.99e-05,2.99e-05
